109,4,history,2,2,2017-08-11,user 
109,4,history,13,3,2017-08-11,user 
109,4,history,14,1,2017-08-11,user 
109,4,history,21,1,2017-08-11,user 
109,4,history,22,3,2017-08-11,user 
110,4,history,12,1,2017-08-01,user 
110,4,history,17,1,2017-08-01,user 
110,4,history,18,3,2017-08-01,user 
110,4,history,22,3,2017-08-01,user 
111,4,history,8,2,2017-07-22,user 
111,4,history,17,1,2017-07-22,user 
111,4,history,18,2,2017-07-22,user 
111,4,history,19,1,2017-07-22,user 
111,4,history,21,2,2017-07-22,user 
111,4,history,22,3,2017-07-22,user 
112,4,history,1,2,2017-07-12,user 
112,4,history,3,2,2017-07-12,user 
112,4,history,8,2,2017-07-12,user 
112,4,history,12,2,2017-07-12,user 
112,4,history,16,1,2017-07-12,user 
112,4,history,19,3,2017-07-12,user 
112,4,history,21,2,2017-07-12,user 
112,4,history,22,3,2017-07-12,user 
113,4,history,3,1,2017-07-02,user 
113,4,history,7,1,2017-07-02,user 
113,4,history,10,1,2017-07-02,user 
113,4,history,12,1,2017-07-02,user 
113,4,history,18,3,2017-07-02,user 
113,4,history,21,3,2017-07-02,user 
114,4,history,1,2,2017-06-22,user 
114,4,history,2,3,2017-06-22,user 
114,4,history,3,3,2017-06-22,user 
114,4,history,12,1,2017-06-22,user 
114,4,history,18,2,2017-06-22,user 
114,4,history,21,3,2017-06-22,user 
114,4,history,22,2,2017-06-22,user 
115,4,history,12,2,2017-06-12,user 
115,4,history,14,1,2017-06-12,user 
115,4,history,15,2,2017-06-12,user 
115,4,history,18,2,2017-06-12,user 
115,4,history,21,1,2017-06-12,user 
115,4,history,22,2,2017-06-12,user 
116,4,history,1,3,2017-06-02,user 
116,4,history,2,2,2017-06-02,user 
116,4,history,9,3,2017-06-02,user 
116,4,history,14,2,2017-06-02,user 
116,4,history,18,1,2017-06-02,user 
116,4,history,21,2,2017-06-02,user 
116,4,history,22,3,2017-06-02,user 
117,4,history,4,2,2017-05-23,user 
117,4,history,6,1,2017-05-23,user 
117,4,history,11,2,2017-05-23,user 
117,4,history,12,1,2017-05-23,user 
117,4,history,15,3,2017-05-23,user 
117,4,history,17,3,2017-05-23,user 
117,4,history,19,3,2017-05-23,user 
117,4,history,21,2,2017-05-23,user 
118,4,history,2,3,2017-05-13,user 
118,4,history,21,3,2017-05-13,user 
119,4,history,10,2,2017-05-03,user 
119,4,history,20,1,2017-05-03,user 
119,4,history,22,1,2017-05-03,user 
120,4,history,1,1,2017-04-23,user 
120,4,history,17,1,2017-04-23,user 
120,4,history,18,1,2017-04-23,user 
120,4,history,22,2,2017-04-23,user 
81,5,history,2,3,2018-05-18,user 
81,5,history,4,1,2018-05-18,user 
81,5,history,7,2,2018-05-18,user 
81,5,history,18,2,2018-05-18,user 
81,5,history,21,3,2018-05-18,user 
81,5,history,22,1,2018-05-18,user 
82,5,history,2,1,2018-05-08,user 
82,5,history,7,2,2018-05-08,user 
82,5,history,8,2,2018-05-08,user 
82,5,history,12,3,2018-05-08,user 
82,5,history,14,3,2018-05-08,user 
82,5,history,18,3,2018-05-08,user 
82,5,history,19,1,2018-05-08,user 
82,5,history,20,1,2018-05-08,user 
82,5,history,21,2,2018-05-08,user 
82,5,history,22,1,2018-05-08,user 
83,5,history,3,3,2018-04-28,user 
83,5,history,8,3,2018-04-28,user 
83,5,history,18,3,2018-04-28,user 
83,5,history,19,1,2018-04-28,user 
83,5,history,21,1,2018-04-28,user 
83,5,history,22,3,2018-04-28,user 
84,5,history,13,2,2018-04-18,user 
84,5,history,16,1,2018-04-18,user 
84,5,history,19,2,2018-04-18,user 
84,5,history,21,3,2018-04-18,user 
84,5,history,22,2,2018-04-18,user 
85,5,history,2,2,2018-04-08,user 
85,5,history,7,3,2018-04-08,user 
85,5,history,10,2,2018-04-08,user 
85,5,history,11,3,2018-04-08,user 
85,5,history,14,1,2018-04-08,user 
85,5,history,19,1,2018-04-08,user 
86,5,history,12,1,2018-03-29,user 
86,5,history,19,1,2018-03-29,user 
86,5,history,20,2,2018-03-29,user 
86,5,history,21,1,2018-03-29,user 
86,5,history,22,3,2018-03-29,user 
87,5,history,1,3,2018-03-19,user 
87,5,history,2,2,2018-03-19,user 
87,5,history,3,2,2018-03-19,user 
87,5,history,9,3,2018-03-19,user 
87,5,history,10,1,2018-03-19,user 
87,5,history,14,2,2018-03-19,user 
87,5,history,19,2,2018-03-19,user 
87,5,history,21,1,2018-03-19,user 
88,5,history,6,1,2018-03-09,user 
88,5,history,8,1,2018-03-09,user 
88,5,history,10,1,2018-03-09,user 
88,5,history,14,3,2018-03-09,user 
88,5,history,18,2,2018-03-09,user 
89,5,history,2,3,2018-02-27,user 
89,5,history,3,3,2018-02-27,user 
89,5,history,8,1,2018-02-27,user 
89,5,history,15,1,2018-02-27,user 
89,5,history,17,2,2018-02-27,user 
89,5,history,21,1,2018-02-27,user 
90,5,history,4,2,2018-02-17,user 
90,5,history,14,3,2018-02-17,user 
90,5,history,20,3,2018-02-17,user 
90,5,history,21,2,2018-02-17,user 
91,5,history,5,3,2018-02-07,user 
91,5,history,6,1,2018-02-07,user 
91,5,history,9,3,2018-02-07,user 
91,5,history,18,3,2018-02-07,user 
91,5,history,19,1,2018-02-07,user 
91,5,history,21,2,2018-02-07,user 
91,5,history,22,3,2018-02-07,user 
92,5,history,5,2,2018-01-28,user 
92,5,history,9,3,2018-01-28,user 
92,5,history,17,2,2018-01-28,user 
92,5,history,21,2,2018-01-28,user 
92,5,history,22,3,2018-01-28,user 
93,5,history,3,2,2018-01-18,user 
93,5,history,4,1,2018-01-18,user 
93,5,history,10,3,2018-01-18,user 
93,5,history,11,1,2018-01-18,user 
93,5,history,12,2,2018-01-18,user 
93,5,history,19,2,2018-01-18,user 
94,5,history,1,1,2018-01-08,user 
94,5,history,7,3,2018-01-08,user 
94,5,history,8,2,2018-01-08,user 
94,5,history,16,1,2018-01-08,user 
94,5,history,19,1,2018-01-08,user 
94,5,history,22,2,2018-01-08,user 
95,5,history,9,1,2017-12-29,user 
95,5,history,14,2,2017-12-29,user 
95,5,history,17,1,2017-12-29,user 
95,5,history,18,2,2017-12-29,user 
95,5,history,19,1,2017-12-29,user 
95,5,history,21,1,2017-12-29,user 
96,5,history,2,1,2017-12-19,user 
96,5,history,12,2,2017-12-19,user 
96,5,history,13,2,2017-12-19,user 
96,5,history,18,1,2017-12-19,user 
96,5,history,21,3,2017-12-19,user 
96,5,history,22,2,2017-12-19,user 
97,5,history,2,1,2017-12-09,user 
97,5,history,4,2,2017-12-09,user 
97,5,history,11,2,2017-12-09,user 
97,5,history,17,2,2017-12-09,user 
97,5,history,19,1,2017-12-09,user 
97,5,history,21,2,2017-12-09,user 
98,5,history,3,1,2017-11-29,user 
98,5,history,11,2,2017-11-29,user 
98,5,history,13,3,2017-11-29,user 
98,5,history,18,2,2017-11-29,user 
98,5,history,21,1,2017-11-29,user 
99,5,history,11,2,2017-11-19,user 
99,5,history,13,2,2017-11-19,user 
99,5,history,19,2,2017-11-19,user 
99,5,history,22,1,2017-11-19,user 
100,5,history,2,1,2017-11-09,user 
100,5,history,3,2,2017-11-09,user 
100,5,history,6,1,2017-11-09,user 
100,5,history,11,1,2017-11-09,user 
100,5,history,12,2,2017-11-09,user 
100,5,history,13,1,2017-11-09,user 
100,5,history,14,1,2017-11-09,user 
100,5,history,21,1,2017-11-09,user 
100,5,history,22,2,2017-11-09,user 
101,5,history,3,3,2017-10-30,user 
101,5,history,11,1,2017-10-30,user 
101,5,history,18,2,2017-10-30,user 
101,5,history,19,3,2017-10-30,user 
101,5,history,20,2,2017-10-30,user 
101,5,history,22,1,2017-10-30,user 
102,5,history,2,1,2017-10-20,user 
102,5,history,4,3,2017-10-20,user 
102,5,history,16,1,2017-10-20,user 
102,5,history,19,1,2017-10-20,user 
102,5,history,20,3,2017-10-20,user 
102,5,history,21,2,2017-10-20,user 
103,5,history,3,2,2017-10-10,user 
103,5,history,5,1,2017-10-10,user 
103,5,history,12,2,2017-10-10,user 
103,5,history,15,1,2017-10-10,user 
104,5,history,3,2,2017-09-30,user 
104,5,history,5,2,2017-09-30,user 
104,5,history,7,2,2017-09-30,user 
104,5,history,9,1,2017-09-30,user 
104,5,history,10,3,2017-09-30,user 
104,5,history,15,3,2017-09-30,user 
104,5,history,19,1,2017-09-30,user 
104,5,history,22,3,2017-09-30,user 
105,5,history,19,3,2017-09-20,user 
105,5,history,20,1,2017-09-20,user 
105,5,history,22,3,2017-09-20,user 
106,5,history,4,1,2017-09-10,user 
106,5,history,6,2,2017-09-10,user 
106,5,history,8,1,2017-09-10,user 
106,5,history,16,2,2017-09-10,user 
106,5,history,19,2,2017-09-10,user 
106,5,history,22,3,2017-09-10,user 
107,5,history,1,1,2017-08-31,user 
107,5,history,7,1,2017-08-31,user 
107,5,history,9,2,2017-08-31,user 
107,5,history,13,2,2017-08-31,user 
107,5,history,18,1,2017-08-31,user 
107,5,history,19,1,2017-08-31,user 
107,5,history,21,3,2017-08-31,user 
107,5,history,22,3,2017-08-31,user 
108,5,history,3,3,2017-08-21,user 
108,5,history,4,2,2017-08-21,user 
108,5,history,5,1,2017-08-21,user 
108,5,history,11,3,2017-08-21,user 
108,5,history,16,1,2017-08-21,user 
108,5,history,21,3,2017-08-21,user 
108,5,history,22,1,2017-08-21,user 
109,5,history,12,1,2017-08-11,user 
109,5,history,14,3,2017-08-11,user 
109,5,history,15,1,2017-08-11,user 
109,5,history,17,2,2017-08-11,user 
109,5,history,18,1,2017-08-11,user 
109,5,history,19,2,2017-08-11,user 
109,5,history,21,3,2017-08-11,user 
110,5,history,1,2,2017-08-01,user 
110,5,history,6,3,2017-08-01,user 
110,5,history,19,1,2017-08-01,user 
110,5,history,22,3,2017-08-01,user 
111,5,history,4,2,2017-07-22,user 
111,5,history,6,1,2017-07-22,user 
111,5,history,9,1,2017-07-22,user 
111,5,history,10,3,2017-07-22,user 
111,5,history,13,3,2017-07-22,user 
111,5,history,18,1,2017-07-22,user 
111,5,history,19,1,2017-07-22,user 
111,5,history,20,2,2017-07-22,user 
112,5,history,3,3,2017-07-12,user 
112,5,history,4,3,2017-07-12,user 
112,5,history,19,2,2017-07-12,user 
112,5,history,21,3,2017-07-12,user 
113,5,history,5,2,2017-07-02,user 
113,5,history,18,2,2017-07-02,user 
113,5,history,22,2,2017-07-02,user 
114,5,history,2,2,2017-06-22,user 
114,5,history,3,1,2017-06-22,user 
114,5,history,5,2,2017-06-22,user 
114,5,history,15,3,2017-06-22,user 
114,5,history,21,2,2017-06-22,user 
114,5,history,22,2,2017-06-22,user 
115,5,history,3,3,2017-06-12,user 
115,5,history,7,3,2017-06-12,user 
115,5,history,13,2,2017-06-12,user 
115,5,history,18,3,2017-06-12,user 
115,5,history,19,2,2017-06-12,user 
115,5,history,21,2,2017-06-12,user 
116,5,history,1,3,2017-06-02,user 
116,5,history,9,1,2017-06-02,user 
116,5,history,12,1,2017-06-02,user 
116,5,history,14,1,2017-06-02,user 
116,5,history,19,2,2017-06-02,user 
116,5,history,21,3,2017-06-02,user 
117,5,history,21,1,2017-05-23,user 
118,5,history,9,3,2017-05-13,user 
118,5,history,14,3,2017-05-13,user 
118,5,history,16,3,2017-05-13,user 
118,5,history,17,1,2017-05-13,user 
118,5,history,19,2,2017-05-13,user 
118,5,history,21,1,2017-05-13,user 
118,5,history,22,3,2017-05-13,user 
119,5,history,8,2,2017-05-03,user 
119,5,history,19,2,2017-05-03,user 
119,5,history,22,2,2017-05-03,user 
120,5,history,18,1,2017-04-23,user 
120,5,history,19,3,2017-04-23,user 
